,time_backstep,weather_condition,weather_date,weather_feels,weather_humid,weather_precip,weather_time,weather_wind
2181,7.0,Isolated Thunderstorms,Sun,66,85,30,11:00 pm,3
2182,8.0,Scattered Thunderstorms,Mon,66,85,40,12:00 am,2
2183,9.0,Mostly Cloudy,Mon,64,87,15,1:00 am,2
2184,10.0,Mostly Cloudy,Mon,64,90,25,2:00 am,1
2185,11.0,Mostly Cloudy,Mon,63,93,25,3:00 am,2
2186,12.0,Cloudy,Mon,63,95,15,4:00 am,2
2187,13.0,Cloudy,Mon,62,96,20,5:00 am,2
2188,14.0,Cloudy,Mon,62,98,15,6:00 am,2
2189,15.0,Foggy,Mon,62,99,15,7:00 am,2
2190,1.0,Mostly Cloudy,Sun,74,65,0,6:00 pm,2
2191,2.0,Mostly Cloudy,Sun,73,70,0,7:00 pm,1
2192,3.0,Mostly Cloudy,Sun,70,78,15,8:00 pm,1
2193,4.0,Mostly Cloudy,Sun,68,84,15,9:00 pm,2
2194,5.0,Mostly Cloudy,Sun,67,87,15,10:00 pm,2
2195,6.0,Isolated Thunderstorms,Sun,66,87,30,11:00 pm,3
2196,7.0,Scattered Thunderstorms,Mon,66,85,45,12:00 am,2
2197,8.0,Mostly Cloudy,Mon,64,88,15,1:00 am,2
2198,9.0,Partly Cloudy,Mon,64,90,25,2:00 am,1
2199,10.0,Mostly Cloudy,Mon,63,93,25,3:00 am,2
2200,11.0,Cloudy,Mon,63,95,15,4:00 am,2
2201,12.0,Cloudy,Mon,62,97,20,5:00 am,2
2202,13.0,Cloudy,Mon,62,98,10,6:00 am,2
2203,14.0,Foggy,Mon,62,100,10,7:00 am,2
2204,15.0,Cloudy,Mon,62,98,15,8:00 am,2
2205,1.0,Partly Cloudy,Sun,73,70,0,7:00 pm,
2206,2.0,Mostly Cloudy,Sun,71,77,15,8:00 pm,
2207,3.0,Mostly Cloudy,Sun,69,79,15,9:00 pm,1
2208,4.0,Mostly Cloudy,Sun,66,86,15,10:00 pm,2
2209,5.0,Mostly Cloudy,Sun,66,87,25,11:00 pm,3
2210,6.0,Mostly Cloudy,Mon,65,87,25,12:00 am,3
2211,7.0,Mostly Cloudy,Mon,64,89,15,1:00 am,1
2212,8.0,Partly Cloudy,Mon,64,91,25,2:00 am,1
2213,9.0,Isolated Thunderstorms,Mon,63,94,30,3:00 am,1
2214,10.0,Foggy,Mon,62,96,15,4:00 am,2
2215,11.0,Foggy,Mon,62,97,15,5:00 am,2
2216,12.0,Foggy,Mon,62,98,10,6:00 am,2
2217,13.0,Foggy,Mon,62,100,10,7:00 am,2
2218,14.0,Cloudy,Mon,62,99,10,8:00 am,2
2219,15.0,Cloudy,Mon,64,96,15,9:00 am,2
2220,1.0,Cloudy,Sun,71,75,15,8:00 pm,1
2221,2.0,Cloudy,Sun,70,78,15,9:00 pm,1
2222,3.0,Cloudy,Sun,68,81,15,10:00 pm,1
2223,4.0,Mostly Cloudy,Sun,66,87,15,11:00 pm,3
2224,5.0,Mostly Cloudy,Mon,65,89,15,12:00 am,2
2225,6.0,Mostly Cloudy,Mon,64,91,20,1:00 am,2
2226,7.0,Partly Cloudy,Mon,64,91,25,2:00 am,1
2227,8.0,Isolated Thunderstorms,Mon,63,94,30,3:00 am,1
2228,9.0,Foggy,Mon,62,96,15,4:00 am,2
2229,10.0,Foggy,Mon,62,97,15,5:00 am,2
2230,11.0,Foggy,Mon,62,98,10,6:00 am,2
2231,12.0,Foggy,Mon,62,100,10,7:00 am,2
2232,13.0,Cloudy,Mon,62,99,10,8:00 am,2
2233,14.0,Cloudy,Mon,64,95,15,9:00 am,2
2234,15.0,Scattered Thunderstorms,Mon,66,92,40,10:00 am,3
2235,1.0,Cloudy,Sun,70,78,15,9:00 pm,1
2236,2.0,Cloudy,Sun,68,82,15,10:00 pm,1
2237,3.0,Cloudy,Sun,67,82,15,11:00 pm,2
2238,4.0,Mostly Cloudy,Mon,65,89,15,12:00 am,2
2239,5.0,Mostly Cloudy,Mon,64,91,15,1:00 am,2
2240,6.0,Partly Cloudy,Mon,63,94,25,2:00 am,1
2241,7.0,Isolated Thunderstorms,Mon,63,94,30,3:00 am,1
2242,8.0,Foggy,Mon,62,96,15,4:00 am,2
2243,9.0,Foggy,Mon,62,97,15,5:00 am,2
2244,10.0,Foggy,Mon,62,98,10,6:00 am,2
2245,11.0,Foggy,Mon,62,100,10,7:00 am,2
2246,12.0,Cloudy,Mon,62,99,10,8:00 am,2
2247,13.0,Cloudy,Mon,64,95,15,9:00 am,2
2248,14.0,Scattered Thunderstorms,Mon,66,92,40,10:00 am,3
2249,15.0,Scattered Thunderstorms,Mon,69,87,55,11:00 am,3
2250,1.0,Mostly Cloudy,Sun,67,84,15,10:00 pm,
2251,2.0,Mostly Cloudy,Sun,67,85,15,11:00 pm,1
2252,3.0,Mostly Cloudy,Mon,66,87,15,12:00 am,1
2253,4.0,Mostly Cloudy,Mon,64,91,15,1:00 am,2
2254,5.0,Mostly Cloudy,Mon,63,93,15,2:00 am,1
2255,6.0,Foggy,Mon,63,96,15,3:00 am,1
2256,7.0,Foggy,Mon,62,98,15,4:00 am,2
2257,8.0,Foggy,Mon,62,98,10,5:00 am,2
2258,9.0,Foggy,Mon,62,100,10,6:00 am,2
2259,10.0,Foggy,Mon,62,100,10,7:00 am,2
2260,11.0,Foggy,Mon,62,100,10,8:00 am,2
2261,12.0,Cloudy,Mon,64,96,15,9:00 am,2
2262,13.0,Cloudy,Mon,67,91,25,10:00 am,3
2263,14.0,Scattered Thunderstorms,Mon,69,87,55,11:00 am,3
2264,15.0,Scattered Thunderstorms,Mon,71,82,55,12:00 pm,4
2265,1.0,Mostly Cloudy,Sun,66,87,15,11:00 pm,3
2266,2.0,Mostly Cloudy,Mon,65,89,15,12:00 am,2
2267,3.0,Mostly Cloudy,Mon,64,91,15,1:00 am,2
2268,4.0,Mostly Cloudy,Mon,63,94,15,2:00 am,1
2269,5.0,Foggy,Mon,63,96,15,3:00 am,1
2270,6.0,Foggy,Mon,63,98,10,4:00 am,2
2271,7.0,Foggy,Mon,62,98,10,5:00 am,2
2272,8.0,Foggy,Mon,62,100,10,6:00 am,2
2273,9.0,Foggy,Mon,62,100,10,7:00 am,2
2274,10.0,Foggy,Mon,62,100,10,8:00 am,2
2275,11.0,Cloudy,Mon,64,96,15,9:00 am,2
2276,12.0,Cloudy,Mon,67,91,25,10:00 am,3
2277,13.0,Scattered Thunderstorms,Mon,69,87,55,11:00 am,3
2278,14.0,Scattered Thunderstorms,Mon,71,82,55,12:00 pm,4
2279,15.0,Scattered Thunderstorms,Mon,74,75,55,1:00 pm,4
2280,1.0,Mostly Cloudy,Mon,65,91,15,12:00 am,2
2281,2.0,Mostly Cloudy,Mon,63,94,15,1:00 am,2
2282,3.0,Mostly Cloudy,Mon,63,96,15,2:00 am,2
2283,4.0,Foggy,Mon,63,96,15,3:00 am,1
2284,5.0,Foggy,Mon,62,98,10,4:00 am,1
2285,6.0,Foggy,Mon,62,100,15,5:00 am,1
2286,7.0,Foggy,Mon,62,100,15,6:00 am,2
2287,8.0,Foggy,Mon,62,100,10,7:00 am,2
2288,9.0,Foggy,Mon,62,100,10,8:00 am,2
2289,10.0,Cloudy,Mon,64,96,15,9:00 am,2
2290,11.0,Cloudy,Mon,67,91,25,10:00 am,3
2291,12.0,Scattered Thunderstorms,Mon,69,87,55,11:00 am,3
2292,13.0,Scattered Thunderstorms,Mon,71,82,55,12:00 pm,4
2293,14.0,Scattered Thunderstorms,Mon,74,75,60,1:00 pm,4
2294,15.0,Thunderstorms,Mon,75,73,70,2:00 pm,5
2295,1.0,Partly Cloudy,Mon,63,95,15,1:00 am,2
2296,2.0,Partly Cloudy,Mon,63,97,15,2:00 am,1
2297,3.0,Mostly Cloudy,Mon,62,99,15,3:00 am,1
2298,4.0,Cloudy,Mon,63,98,0,4:00 am,1
2299,5.0,Foggy,Mon,62,100,10,5:00 am,2
2300,6.0,Foggy,Mon,62,100,10,6:00 am,2
2301,7.0,Foggy,Mon,62,100,25,7:00 am,1
2302,8.0,Foggy,Mon,62,100,10,8:00 am,1
2303,9.0,Cloudy,Mon,64,97,10,9:00 am,2
2304,10.0,Cloudy,Mon,67,94,25,10:00 am,2
2305,11.0,Scattered Thunderstorms,Mon,69,88,55,11:00 am,3
2306,12.0,Scattered Thunderstorms,Mon,70,84,55,12:00 pm,4
2307,13.0,Scattered Thunderstorms,Mon,73,79,60,1:00 pm,4
2308,14.0,Thunderstorms,Mon,73,79,90,2:00 pm,4
2309,15.0,Thunderstorms,Mon,73,81,85,3:00 pm,7
2310,1.0,Mostly Cloudy,Mon,63,98,25,2:00 am,1
2311,2.0,Mostly Cloudy,Mon,63,99,15,3:00 am,1
2312,3.0,Cloudy,Mon,62,100,0,4:00 am,1
2313,4.0,Foggy,Mon,63,98,10,5:00 am,2
2314,5.0,Foggy,Mon,62,100,20,6:00 am,2
2315,6.0,Foggy,Mon,62,100,20,7:00 am,1
2316,7.0,Foggy,Mon,62,100,10,8:00 am,1
2317,8.0,Cloudy,Mon,64,97,10,9:00 am,2
2318,9.0,Cloudy,Mon,67,94,25,10:00 am,2
2319,10.0,Scattered Thunderstorms,Mon,69,88,55,11:00 am,3
2320,11.0,Scattered Thunderstorms,Mon,70,84,55,12:00 pm,4
2321,12.0,Scattered Thunderstorms,Mon,73,79,60,1:00 pm,4
2322,13.0,Thunderstorms,Mon,73,79,90,2:00 pm,4
2323,14.0,Thunderstorms,Mon,73,81,85,3:00 pm,7
2324,15.0,Thunderstorms,Mon,72,79,90,4:00 pm,7
2325,1.0,Partly Cloudy,Mon,63,97,15,3:00 am,
2326,2.0,Mostly Cloudy,Mon,62,98,0,4:00 am,
2327,3.0,Cloudy,Mon,62,100,0,5:00 am,1
2328,4.0,Foggy,Mon,62,100,0,6:00 am,2
2329,5.0,Foggy,Mon,62,100,10,7:00 am,1
2330,6.0,Cloudy,Mon,62,100,10,8:00 am,1
2331,7.0,Cloudy,Mon,63,97,10,9:00 am,1
2332,8.0,Cloudy,Mon,67,94,25,10:00 am,2
2333,9.0,Scattered Thunderstorms,Mon,69,88,55,11:00 am,3
2334,10.0,Scattered Thunderstorms,Mon,71,83,55,12:00 pm,4
2335,11.0,Scattered Thunderstorms,Mon,73,79,60,1:00 pm,5
2336,12.0,Thunderstorms,Mon,73,77,90,2:00 pm,5
2337,13.0,Thunderstorms,Mon,74,79,85,3:00 pm,7
2338,14.0,Thunderstorms,Mon,73,79,90,4:00 pm,7
2339,15.0,Thunderstorms,Mon,73,78,75,5:00 pm,6
2340,1.0,Partly Cloudy,Mon,62,97,0,4:00 am,
2341,2.0,Mostly Cloudy,Mon,61,99,0,5:00 am,1
2342,3.0,Cloudy,Mon,60,100,0,6:00 am,1
2343,4.0,Foggy,Mon,61,100,0,7:00 am,1
2344,5.0,Foggy,Mon,61,100,15,8:00 am,
2345,6.0,Cloudy,Mon,64,98,20,9:00 am,1
2346,7.0,Cloudy,Mon,67,90,20,10:00 am,2
2347,8.0,Scattered Thunderstorms,Mon,69,84,45,11:00 am,3
2348,9.0,Scattered Thunderstorms,Mon,71,80,55,12:00 pm,4
2349,10.0,Scattered Thunderstorms,Mon,72,79,60,1:00 pm,5
2350,11.0,Thunderstorms,Mon,72,79,85,2:00 pm,4
2351,12.0,Thunderstorms,Mon,73,79,85,3:00 pm,7
2352,13.0,Thunderstorms,Mon,72,77,75,4:00 pm,6
2353,14.0,Thunderstorms,Mon,72,77,70,5:00 pm,6
2354,15.0,Thunderstorms,Mon,71,76,75,6:00 pm,5
2355,1.0,Partly Cloudy,Mon,61,100,0,5:00 am,1
2356,2.0,Partly Cloudy,Mon,60,100,0,6:00 am,1
2357,3.0,Partly Cloudy,Mon,60,100,0,7:00 am,1
2358,4.0,Cloudy,Mon,61,100,0,8:00 am,
2359,5.0,Cloudy,Mon,64,96,10,9:00 am,1
2360,6.0,Isolated Thunderstorms,Mon,67,90,30,10:00 am,2
2361,7.0,Scattered Thunderstorms,Mon,69,84,55,11:00 am,3
2362,8.0,Thunderstorms,Mon,70,81,65,12:00 pm,4
2363,9.0,Thunderstorms,Mon,72,81,70,1:00 pm,4
2364,10.0,Thunderstorms,Mon,72,81,90,2:00 pm,4
2365,11.0,Thunderstorms,Mon,73,81,85,3:00 pm,7
2366,12.0,Thunderstorms,Mon,72,79,75,4:00 pm,6
2367,13.0,Thunderstorms,Mon,72,77,70,5:00 pm,6
2368,14.0,Thunderstorms,Mon,71,76,75,6:00 pm,5
2369,15.0,Thunderstorms,Mon,71,80,75,7:00 pm,4
2370,1.0,Partly Cloudy,Mon,60,100,0,6:00 am,2
2371,2.0,Partly Cloudy,Mon,59,100,0,7:00 am,2
2372,3.0,Partly Cloudy,Mon,60,100,0,8:00 am,1
2373,4.0,Cloudy,Mon,64,96,0,9:00 am,1
2374,5.0,Isolated Thunderstorms,Mon,67,89,30,10:00 am,2
2375,6.0,Scattered Thunderstorms,Mon,69,82,50,11:00 am,3
2376,7.0,Thunderstorms,Mon,70,81,65,12:00 pm,4
2377,8.0,Thunderstorms,Mon,72,81,65,1:00 pm,4
2378,9.0,Thunderstorms,Mon,72,81,90,2:00 pm,4
2379,10.0,Thunderstorms,Mon,73,81,85,3:00 pm,7
2380,11.0,Thunderstorms,Mon,73,77,75,4:00 pm,6
2381,12.0,Thunderstorms,Mon,73,76,70,5:00 pm,6
2382,13.0,Thunderstorms,Mon,71,77,75,6:00 pm,5
2383,14.0,Thunderstorms,Mon,71,80,75,7:00 pm,5
2384,15.0,Thunderstorms,Mon,70,86,95,8:00 pm,4
2385,1.0,Partly Cloudy,Mon,59,100,0,7:00 am,
2386,2.0,Partly Cloudy,Mon,60,100,0,8:00 am,
2387,3.0,Partly Cloudy,Mon,63,95,0,9:00 am,1
2388,4.0,Cloudy,Mon,67,88,0,10:00 am,2
2389,5.0,Scattered Thunderstorms,Mon,69,82,35,11:00 am,3
2390,6.0,Scattered Thunderstorms,Mon,70,80,55,12:00 pm,5
2391,7.0,Thunderstorms,Mon,72,79,65,1:00 pm,5
2392,8.0,Thunderstorms,Mon,72,79,80,2:00 pm,5
2393,9.0,Thunderstorms,Mon,73,80,85,3:00 pm,6
2394,10.0,Thunderstorms,Mon,73,74,90,4:00 pm,5
2395,11.0,Thunderstorms,Mon,73,77,70,5:00 pm,5
2396,12.0,Thunderstorms,Mon,71,76,90,6:00 pm,4
2397,13.0,Thunderstorms,Mon,72,79,95,7:00 pm,4
2398,14.0,Thunderstorms,Mon,70,84,90,8:00 pm,5
2399,15.0,Thunderstorms,Mon,66,88,75,9:00 pm,7
2400,1.0,Cloudy,Mon,60,99,0,8:00 am,
2401,2.0,Cloudy,Mon,63,96,0,9:00 am,
2402,3.0,Cloudy,Mon,66,90,0,10:00 am,2
2403,4.0,Cloudy,Mon,68,85,0,11:00 am,3
2404,5.0,Isolated Thunderstorms,Mon,70,83,35,12:00 pm,5
2405,6.0,Scattered Thunderstorms,Mon,72,80,65,1:00 pm,5
2406,7.0,Thunderstorms,Mon,72,79,80,2:00 pm,5
2407,8.0,Thunderstorms,Mon,73,80,85,3:00 pm,6
2408,9.0,Thunderstorms,Mon,73,74,90,4:00 pm,5
2409,10.0,Thunderstorms,Mon,73,77,70,5:00 pm,5
2410,11.0,Thunderstorms,Mon,71,76,90,6:00 pm,4
2411,12.0,Thunderstorms,Mon,72,79,95,7:00 pm,4
2412,13.0,Thunderstorms,Mon,70,84,90,8:00 pm,5
2413,14.0,Thunderstorms,Mon,66,88,75,9:00 pm,7
2414,15.0,Thunderstorms,Mon,64,91,75,10:00 pm,4
2415,1.0,Cloudy,Mon,62,97,0,9:00 am,1
2416,2.0,Cloudy,Mon,65,91,0,10:00 am,2
2417,3.0,Cloudy,Mon,67,86,0,11:00 am,3
2418,4.0,Cloudy,Mon,70,83,10,12:00 pm,5
2419,5.0,Scattered Thunderstorms,Mon,72,80,50,1:00 pm,5
2420,6.0,Thunderstorms,Mon,72,79,75,2:00 pm,5
2421,7.0,Thunderstorms,Mon,73,80,85,3:00 pm,6
2422,8.0,Thunderstorms,Mon,73,74,90,4:00 pm,5
2423,9.0,Thunderstorms,Mon,73,77,70,5:00 pm,5
2424,10.0,Thunderstorms,Mon,71,76,90,6:00 pm,4
2425,11.0,Thunderstorms,Mon,72,79,95,7:00 pm,4
2426,12.0,Thunderstorms,Mon,70,84,90,8:00 pm,5
2427,13.0,Thunderstorms,Mon,66,88,75,9:00 pm,7
2428,14.0,Thunderstorms,Mon,64,91,75,10:00 pm,4
2429,15.0,Thunderstorms,Mon,64,93,90,11:00 pm,4
2430,1.0,Cloudy,Mon,66,93,0,10:00 am,1
2431,2.0,Cloudy,Mon,68,87,0,11:00 am,2
2432,3.0,Cloudy,Mon,70,84,15,12:00 pm,5
2433,4.0,Cloudy,Mon,72,81,20,1:00 pm,5
2434,5.0,Thunderstorms,Mon,72,79,70,2:00 pm,5
2435,6.0,Thunderstorms,Mon,72,79,75,3:00 pm,6
2436,7.0,Thunderstorms,Mon,73,74,75,4:00 pm,5
2437,8.0,Thunderstorms,Mon,73,74,85,5:00 pm,5
2438,9.0,Thunderstorms,Mon,71,74,90,6:00 pm,4
2439,10.0,Thunderstorms,Mon,72,77,80,7:00 pm,4
2440,11.0,Thunderstorms,Mon,70,84,85,8:00 pm,4
2441,12.0,Thunderstorms,Mon,66,88,80,9:00 pm,6
2442,13.0,Scattered Thunderstorms,Mon,64,91,50,10:00 pm,4
2443,14.0,Scattered Thunderstorms,Mon,64,94,55,11:00 pm,4
2444,15.0,Scattered Thunderstorms,Tue,64,95,50,12:00 am,4
2445,1.0,Mostly Cloudy,Mon,67,90,0,11:00 am,2
2446,2.0,Mostly Cloudy,Mon,69,86,10,12:00 pm,4
2447,3.0,Cloudy,Mon,70,86,20,1:00 pm,4
2448,4.0,Isolated Thunderstorms,Mon,72,79,35,2:00 pm,5
2449,5.0,Thunderstorms,Mon,72,79,65,3:00 pm,6
2450,6.0,Thunderstorms,Mon,73,74,70,4:00 pm,6
2451,7.0,Thunderstorms,Mon,73,74,85,5:00 pm,5
2452,8.0,Thunderstorms,Mon,71,74,90,6:00 pm,4
2453,9.0,Thunderstorms,Mon,72,77,80,7:00 pm,4
2454,10.0,Thunderstorms,Mon,70,84,85,8:00 pm,4
2455,11.0,Thunderstorms,Mon,66,88,80,9:00 pm,6
2456,12.0,Scattered Thunderstorms,Mon,64,91,50,10:00 pm,4
2457,13.0,Scattered Thunderstorms,Mon,64,94,55,11:00 pm,4
2458,14.0,Scattered Thunderstorms,Tue,64,95,50,12:00 am,4
2459,15.0,Thunderstorms,Tue,63,94,75,1:00 am,4
2460,1.0,Mostly Cloudy,Mon,69,87,5,12:00 pm,5
2461,2.0,Mostly Cloudy,Mon,70,85,15,1:00 pm,4
2462,3.0,Cloudy,Mon,71,82,25,2:00 pm,5
2463,4.0,Scattered Thunderstorms,Mon,72,79,45,3:00 pm,6
2464,5.0,Thunderstorms,Mon,73,74,65,4:00 pm,6
2465,6.0,Thunderstorms,Mon,73,74,70,5:00 pm,5
2466,7.0,Thunderstorms,Mon,71,75,90,6:00 pm,4
2467,8.0,Thunderstorms,Mon,72,77,80,7:00 pm,4
2468,9.0,Thunderstorms,Mon,70,84,85,8:00 pm,4
2469,10.0,Thunderstorms,Mon,67,88,80,9:00 pm,6
2470,11.0,Scattered Thunderstorms,Mon,65,91,55,10:00 pm,4
2471,12.0,Scattered Thunderstorms,Mon,65,93,55,11:00 pm,4
2472,13.0,Scattered Thunderstorms,Tue,64,95,45,12:00 am,4
2473,14.0,Thunderstorms,Tue,63,95,70,1:00 am,4
2474,15.0,Thunderstorms,Tue,63,95,70,2:00 am,4
2475,1.0,Cloudy,Mon,72,81,15,1:00 pm,6
2476,2.0,Cloudy,Mon,73,73,20,2:00 pm,6
2477,3.0,Isolated Thunderstorms,Mon,74,69,35,3:00 pm,7
2478,4.0,Scattered Thunderstorms,Mon,75,68,60,4:00 pm,6
2479,5.0,Scattered Thunderstorms,Mon,73,72,55,5:00 pm,5
2480,6.0,Scattered Thunderstorms,Mon,71,74,60,6:00 pm,5
2481,7.0,Thunderstorms,Mon,69,84,70,7:00 pm,5
2482,8.0,Thunderstorms,Mon,68,88,70,8:00 pm,4
2483,9.0,Thunderstorms,Mon,66,89,65,9:00 pm,4
2484,10.0,Scattered Thunderstorms,Mon,65,90,50,10:00 pm,4
2485,11.0,Scattered Thunderstorms,Mon,65,92,50,11:00 pm,3
2486,12.0,Scattered Thunderstorms,Tue,63,95,45,12:00 am,3
2487,13.0,Thunderstorms,Tue,62,95,65,1:00 am,3
2488,14.0,Thunderstorms,Tue,63,95,80,2:00 am,3
2489,15.0,Thunderstorms,Tue,63,95,80,3:00 am,2
2490,1.0,Cloudy,Mon,74,71,25,2:00 pm,6
2491,2.0,Isolated Thunderstorms,Mon,74,71,35,3:00 pm,6
2492,3.0,Scattered Thunderstorms,Mon,74,72,50,4:00 pm,5
2493,4.0,Scattered Thunderstorms,Mon,72,77,40,5:00 pm,5
2494,5.0,Scattered Thunderstorms,Mon,70,81,45,6:00 pm,5
2495,6.0,Scattered Thunderstorms,Mon,70,81,60,7:00 pm,5
2496,7.0,Thunderstorms,Mon,68,88,70,8:00 pm,4
2497,8.0,Thunderstorms,Mon,66,89,65,9:00 pm,4
2498,9.0,Scattered Thunderstorms,Mon,65,90,50,10:00 pm,4
2499,10.0,Scattered Thunderstorms,Mon,65,92,50,11:00 pm,3
2500,11.0,Scattered Thunderstorms,Tue,63,95,45,12:00 am,3
2501,12.0,Thunderstorms,Tue,62,95,65,1:00 am,3
2502,13.0,Thunderstorms,Tue,63,95,80,2:00 am,3
2503,14.0,Thunderstorms,Tue,63,95,80,3:00 am,2
2504,15.0,Scattered Thunderstorms,Tue,63,96,45,4:00 am,2
2505,1.0,Thunderstorms,Mon,72,84,60,3:00 pm,7
2506,2.0,Scattered Thunderstorms,Mon,72,82,40,4:00 pm,6
2507,3.0,Cloudy,Mon,71,86,25,5:00 pm,6
2508,4.0,Cloudy,Mon,70,81,15,6:00 pm,5
2509,5.0,Scattered Thunderstorms,Mon,70,81,50,7:00 pm,5
2510,6.0,Thunderstorms,Mon,68,87,65,8:00 pm,5
2511,7.0,Thunderstorms,Mon,66,89,65,9:00 pm,4
2512,8.0,Scattered Thunderstorms,Mon,65,90,50,10:00 pm,3
2513,9.0,Scattered Thunderstorms,Mon,65,91,50,11:00 pm,3
2514,10.0,Scattered Thunderstorms,Tue,64,94,45,12:00 am,3
2515,11.0,Thunderstorms,Tue,63,95,65,1:00 am,3
2516,12.0,Thunderstorms,Tue,63,96,80,2:00 am,3
2517,13.0,Thunderstorms,Tue,63,95,80,3:00 am,2
2518,14.0,Scattered Thunderstorms,Tue,63,96,45,4:00 am,2
2519,15.0,Scattered Thunderstorms,Tue,63,98,60,5:00 am,3
2520,1.0,Cloudy,Mon,71,85,25,4:00 pm,3
2521,2.0,Cloudy,Mon,70,85,20,5:00 pm,3
2522,3.0,Cloudy,Mon,69,87,15,6:00 pm,4
2523,4.0,Cloudy,Mon,70,81,20,7:00 pm,4
2524,5.0,Scattered Thunderstorms,Mon,68,87,55,8:00 pm,4
2525,6.0,Scattered Thunderstorms,Mon,66,91,55,9:00 pm,4
2526,7.0,Thunderstorms,Mon,64,91,70,10:00 pm,3
2527,8.0,Scattered Thunderstorms,Mon,64,91,60,11:00 pm,3
2528,9.0,Scattered Thunderstorms,Tue,63,94,40,12:00 am,3
2529,10.0,Scattered Thunderstorms,Tue,63,94,40,1:00 am,3
2530,11.0,Scattered Thunderstorms,Tue,63,95,55,2:00 am,3
2531,12.0,Thunderstorms,Tue,63,96,65,3:00 am,2
2532,13.0,Scattered Thunderstorms,Tue,63,96,55,4:00 am,2
2533,14.0,Scattered Thunderstorms,Tue,63,98,45,5:00 am,2
2534,15.0,Scattered Thunderstorms,Tue,63,98,45,6:00 am,2
2535,1.0,Cloudy,Mon,69,91,15,5:00 pm,6
2536,2.0,Cloudy,Mon,68,94,15,6:00 pm,6
2537,3.0,Cloudy,Mon,68,92,25,7:00 pm,5
2538,4.0,Thunderstorms,Mon,67,88,65,8:00 pm,4
2539,5.0,Scattered Thunderstorms,Mon,65,92,55,9:00 pm,4
2540,6.0,Scattered Thunderstorms,Mon,64,94,50,10:00 pm,3
2541,7.0,Scattered Thunderstorms,Mon,64,91,55,11:00 pm,3
2542,8.0,Scattered Thunderstorms,Tue,63,94,35,12:00 am,3
2543,9.0,Isolated Thunderstorms,Tue,63,93,35,1:00 am,3
2544,10.0,Isolated Thunderstorms,Tue,63,94,30,2:00 am,3
2545,11.0,Scattered Thunderstorms,Tue,63,95,35,3:00 am,2
2546,12.0,Isolated Thunderstorms,Tue,63,96,30,4:00 am,3
2547,13.0,Cloudy,Tue,63,98,25,5:00 am,3
2548,14.0,Cloudy,Tue,63,97,25,6:00 am,2
2549,15.0,Cloudy,Tue,63,98,25,7:00 am,2
